"ID";"LuchthavensHerkomstBestemming";"Perioden";"TotaalAantalPassagiers_1";"PassagiersAangekomenInNederland_2";"PassagiersVertrokkenUitNederland_3"
"530";"A043107";"2003JJ00";"";"       .";""
"531";"A043107";"2004JJ00";"";"       .";""
"532";"A043107";"2005JJ00";"";"       .";""
"533";"A043107";"2006JJ00";"";"       .";""
"534";"A043107";"2007JJ00";"";"       .";""
"535";"A043107";"2008JJ00";"";"       .";""
"536";"A043107";"2009JJ00";"";"       .";""
"537";"A043107";"2010JJ00";"";"       .";""
"538";"A043107";"2011JJ00";"";"       .";""
"539";"A043107";"2012JJ00";"       .";"       .";"       ."
"540";"A043107";"2013JJ00";"";"       .";""
"541";"A043107";"2014JJ00";"";"       .";""
"542";"A043107";"2015JJ00";"";"       .";""
"543";"A043107";"2016JJ00";"";"       .";""
"544";"A043107";"2017JJ00";"";"       .";""
"545";"A043107";"2018JJ00";"";"       .";""
"546";"A043107";"2019JJ00";"";"       .";""
"547";"A043107";"2020JJ00";"";"       .";""
"548";"A043107";"2021JJ00";"";"       .";""
"549";"A043107";"2022JJ00";"";"       .";""
"550";"A043108";"1998JJ00";"";"       .";""
"551";"A043108";"1999JJ00";"";"       .";""
"552";"A043108";"2000JJ00";"";"       .";""
"553";"A043108";"2001JJ00";"";"       .";""
"554";"A043108";"2002JJ00";"       .";"       .";"       ."
"555";"A043108";"2003JJ00";"       .";"       .";"       ."
"556";"A043108";"2004JJ00";"       .";"       .";"       ."
"557";"A043108";"2005JJ00";"       .";"       .";"       ."
"558";"A043108";"2006JJ00";"       .";"       .";"       ."
"559";"A043108";"2007JJ00";"       .";"       .";"       ."
"560";"A043108";"2008JJ00";"       .";"       .";"       ."
"561";"A043108";"2009JJ00";"";"       .";""
"562";"A043108";"2010JJ00";"";"       .";""
"563";"A043108";"2011JJ00";"";"       .";""
"564";"A043108";"2012JJ00";"       .";"       .";"       ."
"565";"A043108";"2013JJ00";"";"       .";""
"566";"A043108";"2014JJ00";"       .";"       .";"       ."
"567";"A043108";"2015JJ00";"";"       .";""
"568";"A043108";"2016JJ00";"";"       .";""
"569";"A043108";"2017JJ00";"";"       .";""
"570";"A043108";"2018JJ00";"";"       .";""
"571";"A043108";"2019JJ00";"";"       .";""
"572";"A043108";"2020JJ00";"       .";"       .";"       ."
"573";"A043108";"2021JJ00";"";"       .";""
"574";"A043108";"2022JJ00";"";"       .";""
"575";"A043109";"1998JJ00";"";"       .";""
"576";"A043109";"1999JJ00";"";"       .";""
"577";"A043109";"2000JJ00";"";"       .";""
"578";"A043109";"2001JJ00";"       .";"       .";"       ."
"579";"A043109";"2002JJ00";"";"       .";""
"580";"A043109";"2003JJ00";"       .";"       .";"       ."
"581";"A043109";"2004JJ00";"       .";"       .";"       ."
"582";"A043109";"2005JJ00";"       .";"       .";"       ."
"583";"A043109";"2006JJ00";"       .";"       .";"       ."
"584";"A043109";"2007JJ00";"";"       .";""
"585";"A043109";"2008JJ00";"";"       .";""
"586";"A043109";"2009JJ00";"";"       .";""
"587";"A043109";"2010JJ00";"";"       .";""
"588";"A043109";"2011JJ00";"";"       .";""
"589";"A043109";"2012JJ00";"";"       .";""
"590";"A043109";"2013JJ00";"";"       .";""
"591";"A043109";"2014JJ00";"";"       .";""
"592";"A043109";"2015JJ00";"";"       .";""
"593";"A043109";"2016JJ00";"";"       .";""
"594";"A043109";"2017JJ00";"";"       .";""
"595";"A043109";"2018JJ00";"";"       .";""
"596";"A043109";"2019JJ00";"";"       .";""
"597";"A043109";"2020JJ00";"";"       .";""
"598";"A043109";"2021JJ00";"";"       .";""
"599";"A043109";"2022JJ00";"";"       .";""
"600";"A043110";"1998JJ00";"";"       .";""
"601";"A043110";"1999JJ00";"";"       .";""
"602";"A043110";"2000JJ00";"";"       .";""
"603";"A043110";"2001JJ00";"       .";"       .";"       ."
"604";"A043110";"2002JJ00";"       .";"       .";"       ."
"605";"A043110";"2003JJ00";"       .";"       .";"       ."
"606";"A043110";"2004JJ00";"       .";"       .";"       ."
"607";"A043110";"2005JJ00";"       .";"       .";"       ."
"608";"A043110";"2006JJ00";"       .";"       .";"       ."
"609";"A043110";"2007JJ00";"       .";"       .";"       ."
"610";"A043110";"2008JJ00";"       .";"       .";"       ."
"611";"A043110";"2009JJ00";"       .";"       .";"       ."
"612";"A043110";"2010JJ00";"       .";"       .";"       ."
"613";"A043110";"2011JJ00";"       .";"       .";"       ."
"614";"A043110";"2012JJ00";"       .";"       .";"       ."
"615";"A043110";"2013JJ00";"       .";"       .";"       ."
"616";"A043110";"2014JJ00";"";"       .";""
"617";"A043110";"2015JJ00";"";"       .";""
"618";"A043110";"2016JJ00";"";"       .";""
"619";"A043110";"2017JJ00";"";"       .";""
"620";"A043110";"2018JJ00";"";"       .";""
"621";"A043110";"2019JJ00";"";"       .";""
"622";"A043110";"2020JJ00";"";"       .";""
"623";"A043110";"2021JJ00";"";"       .";""
"624";"A043110";"2022JJ00";"";"       .";""
"625";"A043111";"1998JJ00";"";"       .";""
"626";"A043111";"1999JJ00";"       .";"       .";"       ."
"627";"A043111";"2000JJ00";"";"       .";""
"628";"A043111";"2001JJ00";"       .";"       .";"       ."
"629";"A043111";"2002JJ00";"";"       .";""
"630";"A043111";"2003JJ00";"       .";"       .";"       ."
"631";"A043111";"2004JJ00";"";"       .";""
"632";"A043111";"2005JJ00";"";"       .";""
"633";"A043111";"2006JJ00";"";"       .";""
"634";"A043111";"2007JJ00";"       .";"       .";"       ."
"635";"A043111";"2008JJ00";"";"       .";""
"636";"A043111";"2009JJ00";"";"       .";""
"637";"A043111";"2010JJ00";"";"       .";""
"638";"A043111";"2011JJ00";"";"       .";""
"639";"A043111";"2012JJ00";"";"       .";""
"640";"A043111";"2013JJ00";"";"       .";""
"641";"A043111";"2014JJ00";"       .";"       .";"       ."
"642";"A043111";"2015JJ00";"";"       .";""
"643";"A043111";"2016JJ00";"";"       .";""
"644";"A043111";"2017JJ00";"";"       .";""
"645";"A043111";"2018JJ00";"";"       .";""
"646";"A043111";"2019JJ00";"";"       .";""
"647";"A043111";"2020JJ00";"";"       .";""
"648";"A043111";"2021JJ00";"";"       .";""
"649";"A043111";"2022JJ00";"";"       .";""
"650";"A043112";"1998JJ00";"       .";"       .";"       ."
"651";"A043112";"1999JJ00";"";"       .";""
"652";"A043112";"2000JJ00";"";"       .";""
"653";"A043112";"2001JJ00";"";"       .";""
"654";"A043112";"2002JJ00";"";"       .";""
"655";"A043112";"2003JJ00";"";"       .";""
"656";"A043112";"2004JJ00";"";"       .";""
"657";"A043112";"2005JJ00";"";"       .";""
"658";"A043112";"2006JJ00";"";"       .";""
"659";"A043112";"2007JJ00";"";"       .";""
"660";"A043112";"2008JJ00";"";"       .";""
"661";"A043112";"2009JJ00";"";"       .";""
"662";"A043112";"2010JJ00";"";"       .";""
"663";"A043112";"2011JJ00";"";"       .";""
"664";"A043112";"2012JJ00";"";"       .";""
"665";"A043112";"2013JJ00";"";"       .";""
"666";"A043112";"2014JJ00";"";"       .";""
"667";"A043112";"2015JJ00";"";"       .";""
"668";"A043112";"2016JJ00";"";"       .";""
"669";"A043112";"2017JJ00";"";"       .";""
"670";"A043112";"2018JJ00";"";"       .";""
"671";"A043112";"2019JJ00";"";"       .";""
"672";"A043112";"2020JJ00";"";"       .";""
"673";"A043112";"2021JJ00";"";"       .";""
"674";"A043112";"2022JJ00";"";"       .";""
"675";"A043113";"1998JJ00";"       .";"       .";"       ."
"676";"A043113";"1999JJ00";"       .";"       .";"       ."
"677";"A043113";"2000JJ00";"       .";"       .";"       ."
"678";"A043113";"2001JJ00";"       .";"       .";"       ."
"679";"A043113";"2002JJ00";"       .";"       .";"       ."
"680";"A043113";"2003JJ00";"       .";"       .";"       ."
"681";"A043113";"2004JJ00";"       .";"       .";"       ."
"682";"A043113";"2005JJ00";"       .";"       .";"       ."
"683";"A043113";"2006JJ00";"       .";"       .";"       ."
"684";"A043113";"2007JJ00";"       .";"       .";"       ."
"685";"A043113";"2008JJ00";"       .";"       .";"       ."
"686";"A043113";"2009JJ00";"       .";"       .";"       ."
"687";"A043113";"2010JJ00";"       .";"       .";"       ."
"688";"A043113";"2011JJ00";"       .";"       .";"       ."
"689";"A043113";"2012JJ00";"       .";"       .";"       ."
"690";"A043113";"2013JJ00";"       .";"       .";"       ."
"691";"A043113";"2014JJ00";"       .";"       .";"       ."
"692";"A043113";"2015JJ00";"       .";"       .";"       ."
"693";"A043113";"2016JJ00";"       .";"       .";"       ."
"694";"A043113";"2017JJ00";"       .";"       .";"       ."
"695";"A043113";"2018JJ00";"       .";"       .";"       ."
"696";"A043113";"2019JJ00";"       .";"       .";"       ."
"697";"A043113";"2020JJ00";"       .";"       .";"       ."
"698";"A043113";"2021JJ00";"       .";"       .";"       ."
"699";"A043113";"2022JJ00";"       .";"       .";"       ."
"700";"A043114";"1998JJ00";"       .";"       .";"       ."
"701";"A043114";"1999JJ00";"   78779";"   40031";"   38748"
"702";"A043114";"2000JJ00";"   92833";"   47109";"   45724"
"703";"A043114";"2001JJ00";"  123899";"   63144";"   60755"
"704";"A043114";"2002JJ00";"  132475";"   69495";"   62980"
"705";"A043114";"2003JJ00";"  130502";"   67472";"   63030"
"706";"A043114";"2004JJ00";"  149480";"   73338";"   76142"
"707";"A043114";"2005JJ00";"  173995";"   87171";"   86824"
"708";"A043114";"2006JJ00";"  182351";"   91969";"   90382"
"709";"A043114";"2007JJ00";"  173463";"   87715";"   85748"
"710";"A043114";"2008JJ00";"  189926";"   96738";"   93188"
"711";"A043114";"2009JJ00";"  198424";"  100226";"   98198"
"712";"A043114";"2010JJ00";"  190275";"   95803";"   94472"
"713";"A043114";"2011JJ00";"  189667";"   96072";"   93595"
"714";"A043114";"2012JJ00";"  188786";"   95665";"   93121"
"715";"A043114";"2013JJ00";"  191418";"   95961";"   95457"
"716";"A043114";"2014JJ00";"  177611";"   90140";"   87471"
"717";"A043114";"2015JJ00";"  200945";"  101951";"   98994"
"718";"A043114";"2016JJ00";"  214819";"  109195";"  105624"
"719";"A043114";"2017JJ00";"  222117";"  111631";"  110486"
"720";"A043114";"2018JJ00";"  245641";"  124656";"  120985"
"721";"A043114";"2019JJ00";"  250915";"  128866";"  122049"
"722";"A043114";"2020JJ00";"   93307";"   46400";"   46907"
"723";"A043114";"2021JJ00";"  139664";"   70114";"   69550"
"724";"A043114";"2022JJ00";"  233087";"  121210";"  111877"
"725";"A043115";"1998JJ00";"";"       .";""
"726";"A043115";"1999JJ00";"";"       .";""
"727";"A043115";"2000JJ00";"";"       .";""
"728";"A043115";"2001JJ00";"";"       .";""
"729";"A043115";"2002JJ00";"";"       .";""
"730";"A043115";"2003JJ00";"";"       .";""
"731";"A043115";"2004JJ00";"       .";"       .";"       ."
"732";"A043115";"2005JJ00";"       .";"       .";"       ."
"733";"A043115";"2006JJ00";"";"       .";""
"734";"A043115";"2007JJ00";"";"       .";""
"735";"A043115";"2008JJ00";"";"       .";""
"736";"A043115";"2009JJ00";"";"       .";""
"737";"A043115";"2010JJ00";"";"       .";""
"738";"A043115";"2011JJ00";"";"       .";""
"739";"A043115";"2012JJ00";"       .";"       .";"       ."
"740";"A043115";"2013JJ00";"";"       .";""
"741";"A043115";"2014JJ00";"";"       .";""
"742";"A043115";"2015JJ00";"";"       .";""
"743";"A043115";"2016JJ00";"";"       .";""
"744";"A043115";"2017JJ00";"";"       .";""
"745";"A043115";"2018JJ00";"";"       .";""
"746";"A043115";"2019JJ00";"";"       .";""
"747";"A043115";"2020JJ00";"       .";"       .";"       ."
"748";"A043115";"2021JJ00";"";"       .";""
"749";"A043115";"2022JJ00";"";"       .";""
"750";"A043116";"1998JJ00";"";"       .";""
"751";"A043116";"1999JJ00";"";"       .";""
"752";"A043116";"2000JJ00";"";"       .";""
"753";"A043116";"2001JJ00";"";"       .";""
"754";"A043116";"2002JJ00";"";"       .";""
"755";"A043116";"2003JJ00";"";"       .";""
"756";"A043116";"2004JJ00";"";"       .";""
"757";"A043116";"2005JJ00";"";"       .";""
"758";"A043116";"2006JJ00";"";"       .";""
"759";"A043116";"2007JJ00";"";"       .";""
"760";"A043116";"2008JJ00";"";"       .";""
"761";"A043116";"2009JJ00";"";"       .";""
"762";"A043116";"2010JJ00";"       .";"       .";"       ."
"763";"A043116";"2011JJ00";"";"       .";""
"764";"A043116";"2012JJ00";"       .";"       .";"       ."
"765";"A043116";"2013JJ00";"";"       .";""
"766";"A043116";"2014JJ00";"";"       .";""
"767";"A043116";"2015JJ00";"";"       .";""
"768";"A043116";"2016JJ00";"       .";"       .";"       ."
"769";"A043116";"2017JJ00";"";"       .";""
"770";"A043116";"2018JJ00";"";"       .";""
"771";"A043116";"2019JJ00";"";"       .";""
"772";"A043116";"2020JJ00";"";"       .";""
"773";"A043116";"2021JJ00";"";"       .";""
"774";"A043116";"2022JJ00";"";"       .";""
"775";"A043117";"1998JJ00";"       .";"       .";"       ."
"776";"A043117";"1999JJ00";"       .";"       .";"       ."
"777";"A043117";"2000JJ00";"       .";"       .";"       ."
"778";"A043117";"2001JJ00";"       .";"       .";"       ."
"779";"A043117";"2002JJ00";"       .";"       .";"       ."
"780";"A043117";"2003JJ00";"       .";"       .";"       ."
"781";"A043117";"2004JJ00";"";"       .";""
"782";"A043117";"2005JJ00";"";"       .";""
"783";"A043117";"2006JJ00";"";"       .";""
"784";"A043117";"2007JJ00";"";"       .";""
"785";"A043117";"2008JJ00";"";"       .";""
"786";"A043117";"2009JJ00";"";"       .";""
"787";"A043117";"2010JJ00";"";"       .";""
"788";"A043117";"2011JJ00";"";"       .";""
"789";"A043117";"2012JJ00";"";"       .";""
"790";"A043117";"2013JJ00";"";"       .";""
"791";"A043117";"2014JJ00";"       .";"       .";"       ."
"792";"A043117";"2015JJ00";"       .";"       .";"       ."
"793";"A043117";"2016JJ00";"       .";"       .";"       ."
"794";"A043117";"2017JJ00";"";"       .";""
"795";"A043117";"2018JJ00";"";"       .";""
"796";"A043117";"2019JJ00";"";"       .";""
"797";"A043117";"2020JJ00";"       .";"       .";"       ."
"798";"A043117";"2021JJ00";"";"       .";""
"799";"A043117";"2022JJ00";"";"       .";""
"800";"A043118";"1998JJ00";"";"       .";""
"801";"A043118";"1999JJ00";"";"       .";""
"802";"A043118";"2000JJ00";"";"       .";""
"803";"A043118";"2001JJ00";"";"       .";""
"804";"A043118";"2002JJ00";"";"       .";""
"805";"A043118";"2003JJ00";"";"       .";""
"806";"A043118";"2004JJ00";"";"       .";""
"807";"A043118";"2005JJ00";"       .";"       .";"       ."
"808";"A043118";"2006JJ00";"       .";"       .";"       ."
"809";"A043118";"2007JJ00";"       .";"       .";"       ."
"810";"A043118";"2008JJ00";"       .";"       .";"       ."
"811";"A043118";"2009JJ00";"       .";"       .";"       ."
"812";"A043118";"2010JJ00";"       .";"       .";"       ."
"813";"A043118";"2011JJ00";"       .";"       .";"       ."
"814";"A043118";"2012JJ00";"       .";"       .";"       ."
"815";"A043118";"2013JJ00";"       .";"       .";"       ."
"816";"A043118";"2014JJ00";"       .";"       .";"       ."
"817";"A043118";"2015JJ00";"       .";"       .";"       ."
"818";"A043118";"2016JJ00";"       .";"       .";"       ."
"819";"A043118";"2017JJ00";"       .";"       .";"       ."
"820";"A043118";"2018JJ00";"       .";"       .";"       ."
"821";"A043118";"2019JJ00";"       .";"       .";"       ."
"822";"A043118";"2020JJ00";"       .";"       .";"       ."
"823";"A043118";"2021JJ00";"       .";"       .";"       ."
"824";"A043118";"2022JJ00";"";"       .";""
"825";"A043119";"1998JJ00";"";"       .";""
"826";"A043119";"1999JJ00";"";"       .";""
"827";"A043119";"2000JJ00";"";"       .";""
"828";"A043119";"2001JJ00";"";"       .";""
"829";"A043119";"2002JJ00";"";"       .";""
"830";"A043119";"2003JJ00";"";"       .";""
"831";"A043119";"2004JJ00";"";"       .";""
"832";"A043119";"2005JJ00";"";"       .";""
"833";"A043119";"2006JJ00";"";"       .";""
"834";"A043119";"2007JJ00";"";"       .";""
"835";"A043119";"2008JJ00";"";"       .";""
"836";"A043119";"2009JJ00";"       .";"       .";"       ."
"837";"A043119";"2010JJ00";"       .";"       .";"       ."
"838";"A043119";"2011JJ00";"       .";"       .";"       ."
"839";"A043119";"2012JJ00";"       .";"       .";"       ."
"840";"A043119";"2013JJ00";"       .";"       .";"       ."
"841";"A043119";"2014JJ00";"       .";"       .";"       ."
"842";"A043119";"2015JJ00";"       .";"       .";"       ."
"843";"A043119";"2016JJ00";"       .";"       .";"       ."
"844";"A043119";"2017JJ00";"       .";"       .";"       ."
"845";"A043119";"2018JJ00";"       .";"       .";"       ."
"846";"A043119";"2019JJ00";"       .";"       .";"       ."
"847";"A043119";"2020JJ00";"       .";"       .";"       ."
"848";"A043119";"2021JJ00";"       .";"       .";"       ."
"849";"A043119";"2022JJ00";"       .";"       .";"       ."
"850";"A043120";"1998JJ00";"       .";"       .";"       ."
"851";"A043120";"1999JJ00";"       .";"       .";"       ."
"852";"A043120";"2000JJ00";"       .";"       .";"       ."
"853";"A043120";"2001JJ00";"       .";"       .";"       ."
"854";"A043120";"2002JJ00";"       .";"       .";"       ."
"855";"A043120";"2003JJ00";"       .";"       .";"       ."
"856";"A043120";"2004JJ00";"       .";"       .";"       ."
"857";"A043120";"2005JJ00";"       .";"       .";"       ."
"858";"A043120";"2006JJ00";"       .";"       .";"       ."
"859";"A043120";"2007JJ00";"       .";"       .";"       ."
"860";"A043120";"2008JJ00";"       .";"       .";"       ."
"861";"A043120";"2009JJ00";"       .";"       .";"       ."
"862";"A043120";"2010JJ00";"       .";"       .";"       ."
"863";"A043120";"2011JJ00";"       .";"       .";"       ."
"864";"A043120";"2012JJ00";"       .";"       .";"       ."
"865";"A043120";"2013JJ00";"       .";"       .";"       ."
"866";"A043120";"2014JJ00";"       .";"       .";"       ."
"867";"A043120";"2015JJ00";"       .";"       .";"       ."
"868";"A043120";"2016JJ00";"       .";"       .";"       ."
"869";"A043120";"2017JJ00";"   81170";"   40695";"   40475"
"870";"A043120";"2018JJ00";"       .";"       .";"       ."
"871";"A043120";"2019JJ00";"       .";"       .";"       ."
"872";"A043120";"2020JJ00";"       .";"       .";"       ."
"873";"A043120";"2021JJ00";"       .";"       .";"       ."
"874";"A043120";"2022JJ00";"       .";"       .";"       ."
"875";"A043121";"1998JJ00";"";"       .";""
"876";"A043121";"1999JJ00";"";"       .";""
